0.16166E+02 0.15039E-01 0.00000E+01 1422208 0 0 80837 0.50015E+04 0.00000E+01 0.16166E+02 0.00000E+01 0.00000E+01 0
1 16.115 0.57389 1.7109 312.63 16.115
2 16.139 0.25495 1.0733 128.94 16.139
3 16.193 0.1487 0.88231 93.317 16.193
4 16.221 0.26492 1.1096 130.82 16.221
5 16.273 0.15061 0.88925 89.717 16.273
6 16.193 0.094614 0.79393 78.767 16.193
7 16.096 0.26456 1.1167 161.62 16.096
8 16.105 0.15233 0.90876 101.8 16.105
9 16.068 0.096884 0.81931 90.871 16.068
10 16.228 0.26439 1.1069 138.98 16.228
11 16.468 0.15586 0.90935 109.22 16.468
12 16.249 0.097869 0.81845 95.333 16.249
13 15.938 0.26354 1.1235 160.29 15.938
14 16.299 0.15154 0.89335 104.48 16.299
15 16.181 0.096995 0.81455 114.44 16.181
16 16.044 0.2674 1.1324 204.12 16.044
17 16.295 0.15235 0.89831 118.11 16.295
18 16.146 0.096913 0.8156 133.68 16.146
19 16.67 0.27074 1.1034 137.31 16.67
20 16.194 0.15366 0.91165 137.55 16.194
21 16.178 0.09706 0.8152 110.44 16.178
22 15.446 0.53218 1.6553 213.48 15.446
23 16.268 0.27019 1.1284 139.19 16.268
24 15.935 0.15027 0.90605 108.0 15.935
25 16.397 0.26519 1.0989 141.2 16.397
26 16.058 0.15097 0.9033 98.823 16.058
27 16.245 0.095782 0.80117 90.293 16.245
28 16.141 0.25815 1.0866 130.92 16.141
29 16.241 0.15352 0.90826 112.9 16.241
30 16.186 0.096077 0.80657 117.63 16.186
31 16.596 0.582 1.6847 312.33 16.596
32 15.946 0.25617 1.0915 134.86 15.946
33 16.053 0.14955 0.89513 99.092 16.053
34 16.582 0.26303 1.0777 150.7 16.582
35 16.127 0.14931 0.88956 127.05 16.127
36 16.188 0.095353 0.80042 93.288 16.188
37 16.919 0.59511 1.6898 267.99 16.919
38 15.707 0.25008 1.0818 164.7 15.707
39 16.1 0.15022 0.89649 101.9 16.1
40 16.463 0.26602 1.0978 154.13 16.463
41 16.312 0.15323 0.90254 97.887 16.312
42 16.1 0.096127 0.81131 157.46 16.1
43 15.94 0.25511 1.0873 152.05 15.94
44 16.36 0.15125 0.88827 93.11 16.36
45 15.987 0.09521 0.80926 100.19 15.987
46 16.205 0.26124 1.0953 140.96 16.205
47 16.048 0.15101 0.90412 107.03 16.048
48 16.188 0.095749 0.80372 107.73 16.188
49 15.889 0.24733 1.0576 100.44 15.889
50 16.019 0.14779 0.8865 107.59 16.019
51 16.263 0.096768 0.80853 98.41 16.263
52 16.218 0.26242 1.0993 177.48 16.218
53 16.194 0.14841 0.88055 101.34 16.194
54 16.274 0.096307 0.80414 82.272 16.274
55 16.549 0.60419 1.7539 334.71 16.549
56 15.986 0.25315 1.0759 175.53 15.986
57 16.261 0.1498 0.8851 98.955 16.261
58 16.294 0.26344 1.0985 188.58 16.294
59 16.09 0.14926 0.89134 138.33 16.09
60 15.937 0.09542 0.81357 121.96 15.937
61 16.138 0.256 1.0778 117.38 16.138
62 16.319 0.15424 0.90811 123.46 16.319
63 16.067 0.097387 0.82362 162.25 16.067
64 16.176 0.25964 1.0905 133.9 16.176
65 15.934 0.15035 0.9066 148.51 15.934
66 16.086 0.097975 0.82764 248.57 16.086
67 16.319 0.26949 1.1219 158.76 16.319
68 16.372 0.15063 0.88398 116.6 16.372
69 16.177 0.09655 0.81098 99.405 16.177
70 16.579 0.59086 1.7121 296.43 16.579
71 16.049 0.2625 1.1113 141.7 16.049
72 16.265 0.14922 0.88148 132.16 16.265
73 15.74 0.24774 1.0694 116.74 15.74
74 16.134 0.15078 0.89791 100.27 16.134
75 16.033 0.096315 0.81629 136.53 16.033
76 16.648 0.57422 1.6571 196.72 16.648
77 15.884 0.24931 1.0664 121.48 15.884
78 16.299 0.14985 0.88332 132.31 16.299
79 16.291 0.25693 1.0715 147.69 16.291
80 16.23 0.14917 0.8831 107.82 16.23
81 16.251 0.096286 0.8051 98.876 16.251
82 16.38 0.26919 1.1166 131.96 16.38
83 16.22 0.15152 0.89756 124.16 16.22
84 16.328 0.096898 0.80641 102.82 16.328
85 15.574 0.54657 1.686 244.61 15.574
86 15.641 0.25297 1.0989 127.66 15.641
87 16.28 0.15344 0.90559 106.17 16.28
88 16.154 0.25639 1.0783 129.09 16.154
89 16.05 0.15105 0.90425 170.52 16.05
90 16.23 0.096359 0.80673 119.89 16.23
91 16.323 0.26245 1.0924 162.27 16.323
92 16.354 0.15095 0.88688 94.063 16.354
93 16.213 0.096609 0.80967 87.987 16.213
94 16.54 0.26506 1.0888 179.83 16.54
95 15.983 0.15035 0.90384 173.88 15.983
96 16.105 0.097434 0.82208 140.82 16.105
97 16.39 0.26599 1.1026 203.31 16.39
98 16.084 0.14976 0.89459 99.155 16.084
99 16.216 0.096964 0.81254 107.67 16.216
100 16.266 0.26193 1.0941 137.83 16.266
101 16.066 0.15029 0.89882 100.95 16.066
102 16.222 0.097486 0.81659 146.51 16.222
103 16.064 0.26062 1.1023 143.09 16.064
104 16.146 0.14885 0.8858 94.13 16.146
105 16.286 0.097654 0.81475 125.41 16.286
106 15.666 0.56174 1.7227 268.92 15.666
107 16.034 0.25228 1.069 124.51 16.034
108 16.111 0.15295 0.91217 100.3 16.111
109 16.395 0.58913 1.7263 353.83 16.395
110 16.129 0.26262 1.1063 154.21 16.129
111 16.285 0.15048 0.88783 106.9 16.285
112 16.14 0.25965 1.093 146.56 16.14
113 15.889 0.14769 0.8931 107.09 15.889
114 16.299 0.096195 0.80197 100.24 16.299
115 15.954 0.56415 1.6989 238.96 15.954
116 16.024 0.26217 1.1116 131.81 16.024
117 16.268 0.15312 0.90438 94.079 16.268
118 15.971 0.25821 1.0985 150.65 15.971
119 16.177 0.15228 0.90448 122.35 16.177
120 16.118 0.096348 0.81228 99.312 16.118
121 16.022 0.5871 1.7604 437.6 16.022
122 15.813 0.2641 1.1347 143.01 15.813
123 16.276 0.15384 0.90822 107.56 16.276
124 15.915 0.25593 1.0926 136.57 15.915
125 16.088 0.1505 0.89884 130.9 16.088
126 16.141 0.096587 0.8131 115.16 16.141
127 15.976 0.26393 1.1224 134.42 15.976
128 16.05 0.14931 0.89387 92.526 16.05
129 16.257 0.095788 0.80066 110.89 16.257
130 16.107 0.25653 1.0821 151.95 16.107
131 15.974 0.1486 0.89381 129.09 15.974
132 16.161 0.096261 0.80935 111.94 16.161
133 16.29 0.26159 1.091 130.19 16.29
134 16.079 0.14833 0.88639 110.57 16.079
135 16.324 0.097317 0.81007 128.32 16.324
136 16.251 0.25698 1.0744 120.26 16.251
137 16.19 0.14862 0.88204 105.38 16.19
138 16.074 0.095932 0.81098 125.0 16.074
139 16.298 0.26429 1.1018 143.1 16.298
140 16.393 0.15463 0.90631 154.28 16.393
141 16.166 0.095907 0.80617 86.975 16.166
142 15.941 0.58466 1.762 307.62 15.941
143 15.746 0.25424 1.097 171.51 15.746
144 16.301 0.14892 0.87777 97.224 16.301
<lo_statistics>
<cumulated_time> 262.5655749999999 </cumulated_time>
</lo_statistics>
